District Code,State,District #,Incumbent Representative,Democratic Candidate / Nominee,Republican Candidate / Nominee,Consensus Race Rating,Latest Poll / Rating Margin,Key Battleground,Source Link,Race Notes,
NJ-10,NJ,10,Republican Incumbent (NJ),Democratic Candidate (NJ-10),Republican Candidate (NJ-10),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NJ-11,NJ,11,Democratic Incumbent (NJ),Democratic Candidate (NJ-11),Republican Candidate (NJ-11),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NJ-12,NJ,12,Democratic Incumbent (NJ),Democratic Candidate (NJ-12),Republican Candidate (NJ-12),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NM-01,NM,1,Democratic Incumbent (NM),Democratic Candidate (NM-01),Republican Candidate (NM-01),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NM-02,NM,2,Gabe Vasquez (D),Gabe Vasquez,Yvette Herrell,Tossup,D +2.0%,Yes,https://www.cookpolitical.com/ratings/house-race-ratings,Southern New Mexico competitive seat.,
NM-03,NM,3,Democratic Incumbent (NM),Democratic Candidate (NM-03),Republican Candidate (NM-03),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-01,NY,1,Democratic Incumbent (NY),Democratic Candidate (NY-01),Republican Candidate (NY-01),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-02,NY,2,Democratic Incumbent (NY),Democratic Candidate (NY-02),Republican Candidate (NY-02),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-03,NY,3,Democratic Incumbent (NY),Democratic Candidate (NY-03),Republican Candidate (NY-03),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-04,NY,4,Laura Gillen (D),Laura Gillen,Anthony D'Esposito,Lean Democratic,D +4.0%,Yes,https://ballotpedia.org/United_States_House_of_Representatives_elections,_2026,Nassau County Long Island district.
NY-05,NY,5,Republican Incumbent (NY),Democratic Candidate (NY-05),Republican Candidate (NY-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NY-06,NY,6,Democratic Incumbent (NY),Democratic Candidate (NY-06),Republican Candidate (NY-06),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-07,NY,7,Democratic Incumbent (NY),Democratic Candidate (NY-07),Republican Candidate (NY-07),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-08,NY,8,Democratic Incumbent (NY),Democratic Candidate (NY-08),Republican Candidate (NY-08),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-09,NY,9,Democratic Incumbent (NY),Democratic Candidate (NY-09),Republican Candidate (NY-09),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-10,NY,10,Republican Incumbent (NY),Democratic Candidate (NY-10),Republican Candidate (NY-10),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NY-11,NY,11,Democratic Incumbent (NY),Democratic Candidate (NY-11),Republican Candidate (NY-11),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-12,NY,12,Democratic Incumbent (NY),Democratic Candidate (NY-12),Republican Candidate (NY-12),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-13,NY,13,Democratic Incumbent (NY),Democratic Candidate (NY-13),Republican Candidate (NY-13),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-14,NY,14,Democratic Incumbent (NY),Democratic Candidate (NY-14),Republican Candidate (NY-14),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-15,NY,15,Republican Incumbent (NY),Democratic Candidate (NY-15),Republican Candidate (NY-15),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NY-16,NY,16,Democratic Incumbent (NY),Democratic Candidate (NY-16),Republican Candidate (NY-16),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-17,NY,17,Mike Lawler (R),Mondaire Jones,Mike Lawler,Tossup,D +1.5%,Yes,https://www.cookpolitical.com/ratings/house-race-ratings,Hudson Valley high-profile race.,
NY-18,NY,18,Democratic Incumbent (NY),Democratic Candidate (NY-18),Republican Candidate (NY-18),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-19,NY,19,Josh Riley (D),Josh Riley,Marc Molinaro,Lean Democratic,D +3.0%,Yes,https://centerforpolitics.org/crystalball/2026-house/,Upstate NY swing district.,
NY-20,NY,20,Republican Incumbent (NY),Democratic Candidate (NY-20),Republican Candidate (NY-20),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NY-21,NY,21,Democratic Incumbent (NY),Democratic Candidate (NY-21),Republican Candidate (NY-21),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-22,NY,22,John Mannion (D),John Mannion,Brandon Williams,Lean Democratic,D +4.0%,Yes,https://www.cookpolitical.com/ratings/house-race-ratings,Syracuse area district.,
NY-23,NY,23,Democratic Incumbent (NY),Democratic Candidate (NY-23),Republican Candidate (NY-23),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-24,NY,24,Democratic Incumbent (NY),Democratic Candidate (NY-24),Republican Candidate (NY-24),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NY-25,NY,25,Republican Incumbent (NY),Democratic Candidate (NY-25),Republican Candidate (NY-25),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NY-26,NY,26,Democratic Incumbent (NY),Democratic Candidate (NY-26),Republican Candidate (NY-26),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NC-01,NC,1,Don Davis (D),Don Davis,Laurie Buckhout,Tossup,D +2.0%,Yes,https://centerforpolitics.org/crystalball/2026-house/,Eastern NC rural/suburban district.,
NC-02,NC,2,Republican Incumbent (NC),Democratic Candidate (NC-02),Republican Candidate (NC-02),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NC-03,NC,3,Republican Incumbent (NC),Democratic Candidate (NC-03),Republican Candidate (NC-03),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NC-04,NC,4,Democratic Incumbent (NC),Democratic Candidate (NC-04),Republican Candidate (NC-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NC-05,NC,5,Republican Incumbent (NC),Democratic Candidate (NC-05),Republican Candidate (NC-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NC-06,NC,6,Republican Incumbent (NC),Democratic Candidate (NC-06),Republican Candidate (NC-06),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NC-07,NC,7,Republican Incumbent (NC),Democratic Candidate (NC-07),Republican Candidate (NC-07),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NC-08,NC,8,Democratic Incumbent (NC),Democratic Candidate (NC-08),Republican Candidate (NC-08),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NC-09,NC,9,Republican Incumbent (NC),Democratic Candidate (NC-09),Republican Candidate (NC-09),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NC-10,NC,10,Republican Incumbent (NC),Democratic Candidate (NC-10),Republican Candidate (NC-10),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NC-11,NC,11,Republican Incumbent (NC),Democratic Candidate (NC-11),Republican Candidate (NC-11),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NC-12,NC,12,Democratic Incumbent (NC),Democratic Candidate (NC-12),Republican Candidate (NC-12),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
NC-13,NC,13,Republican Incumbent (NC),Democratic Candidate (NC-13),Republican Candidate (NC-13),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
NC-14,NC,14,Republican Incumbent (NC),Democratic Candidate (NC-14),Republican Candidate (NC-14),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
ND-AL,ND,At-Large,Republican Incumbent (ND),Democratic Candidate (ND-AL),Republican Candidate (ND-AL),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OH-01,OH,1,Greg Landsman (D),Greg Landsman,Orlando Sonza,Lean Democratic,D +5.0%,Yes,https://ballotpedia.org/United_States_House_of_Representatives_elections,_2026,Cincinnati metro area.
OH-02,OH,2,Republican Incumbent (OH),Democratic Candidate (OH-02),Republican Candidate (OH-02),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OH-03,OH,3,Republican Incumbent (OH),Democratic Candidate (OH-03),Republican Candidate (OH-03),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OH-04,OH,4,Democratic Incumbent (OH),Democratic Candidate (OH-04),Republican Candidate (OH-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
OH-05,OH,5,Republican Incumbent (OH),Democratic Candidate (OH-05),Republican Candidate (OH-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OH-06,OH,6,Republican Incumbent (OH),Democratic Candidate (OH-06),Republican Candidate (OH-06),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OH-07,OH,7,Republican Incumbent (OH),Democratic Candidate (OH-07),Republican Candidate (OH-07),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OH-08,OH,8,Democratic Incumbent (OH),Democratic Candidate (OH-08),Republican Candidate (OH-08),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
OH-09,OH,9,Marcy Kaptur (D),Marcy Kaptur,Derek Merrin,Tossup,D +2.0%,Yes,https://www.cookpolitical.com/ratings/house-race-ratings,Toledo / Lake Erie district.,
OH-10,OH,10,Republican Incumbent (OH),Democratic Candidate (OH-10),Republican Candidate (OH-10),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OH-11,OH,11,Republican Incumbent (OH),Democratic Candidate (OH-11),Republican Candidate (OH-11),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OH-12,OH,12,Democratic Incumbent (OH),Democratic Candidate (OH-12),Republican Candidate (OH-12),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
OH-13,OH,13,Emilia Sykes (D),Emilia Sykes,Kevin Coughlin,Lean Democratic,D +3.0%,Yes,https://centerforpolitics.org/crystalball/2026-house/,Akron / Canton battleground.,
OH-14,OH,14,Democratic Incumbent (OH),Democratic Candidate (OH-14),Republican Candidate (OH-14),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
OH-15,OH,15,Republican Incumbent (OH),Democratic Candidate (OH-15),Republican Candidate (OH-15),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OK-01,OK,1,Republican Incumbent (OK),Democratic Candidate (OK-01),Republican Candidate (OK-01),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OK-02,OK,2,Republican Incumbent (OK),Democratic Candidate (OK-02),Republican Candidate (OK-02),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OK-03,OK,3,Republican Incumbent (OK),Democratic Candidate (OK-03),Republican Candidate (OK-03),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OK-04,OK,4,Democratic Incumbent (OK),Democratic Candidate (OK-04),Republican Candidate (OK-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
OK-05,OK,5,Republican Incumbent (OK),Democratic Candidate (OK-05),Republican Candidate (OK-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
OR-01,OR,1,Democratic Incumbent (OR),Democratic Candidate (OR-01),Republican Candidate (OR-01),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
OR-02,OR,2,Democratic Incumbent (OR),Democratic Candidate (OR-02),Republican Candidate (OR-02),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
OR-03,OR,3,Democratic Incumbent (OR),Democratic Candidate (OR-03),Republican Candidate (OR-03),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
OR-04,OR,4,Democratic Incumbent (OR),Democratic Candidate (OR-04),Republican Candidate (OR-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
OR-05,OR,5,Janelle Bynum (D),Janelle Bynum,Lori Chavez-DeRemer,Lean Democratic,D +3.0%,Yes,https://www.cookpolitical.com/ratings/house-race-ratings,Central Oregon / Portland suburbs.,
OR-06,OR,6,Democratic Incumbent (OR),Democratic Candidate (OR-06),Republican Candidate (OR-06),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-01,PA,1,Democratic Incumbent (PA),Democratic Candidate (PA-01),Republican Candidate (PA-01),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-02,PA,2,Democratic Incumbent (PA),Democratic Candidate (PA-02),Republican Candidate (PA-02),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-03,PA,3,Democratic Incumbent (PA),Democratic Candidate (PA-03),Republican Candidate (PA-03),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-04,PA,4,Democratic Incumbent (PA),Democratic Candidate (PA-04),Republican Candidate (PA-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-05,PA,5,Republican Incumbent (PA),Democratic Candidate (PA-05),Republican Candidate (PA-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
PA-06,PA,6,Democratic Incumbent (PA),Democratic Candidate (PA-06),Republican Candidate (PA-06),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-07,PA,7,Ryan Mackenzie (R),Susan Wild,Ryan Mackenzie,Tossup,D +1.0%,Yes,https://whyy.org/articles/2026-elections-united-states-house-pennsylvania/,Lehigh Valley swing seat.,
PA-08,PA,8,Rob Bresnahan (R),Matt Cartwright,Rob Bresnahan,Tossup,D +0.5%,Yes,https://whyy.org/articles/2026-elections-united-states-house-pennsylvania/,Scranton / Wilkes-Barre district.,
PA-09,PA,9,Democratic Incumbent (PA),Democratic Candidate (PA-09),Republican Candidate (PA-09),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-10,PA,10,Scott Perry (R),Janelle Stelson,Scott Perry,Tossup,D +2.0%,Yes,https://whyy.org/articles/2026-elections-united-states-house-pennsylvania/,Harrisburg area; Perry highly vulnerable.,
PA-11,PA,11,Democratic Incumbent (PA),Democratic Candidate (PA-11),Republican Candidate (PA-11),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-12,PA,12,Democratic Incumbent (PA),Democratic Candidate (PA-12),Republican Candidate (PA-12),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-13,PA,13,Democratic Incumbent (PA),Democratic Candidate (PA-13),Republican Candidate (PA-13),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-14,PA,14,Democratic Incumbent (PA),Democratic Candidate (PA-14),Republican Candidate (PA-14),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-15,PA,15,Republican Incumbent (PA),Democratic Candidate (PA-15),Republican Candidate (PA-15),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
PA-16,PA,16,Democratic Incumbent (PA),Democratic Candidate (PA-16),Republican Candidate (PA-16),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
PA-17,PA,17,Chris Deluzio (D),Chris Deluzio,Rob Mercuri,Lean Democratic,D +5.0%,Yes,https://whyy.org/articles/2026-elections-united-states-house-pennsylvania/,Pittsburgh suburbs.,
RI-01,RI,1,Democratic Incumbent (RI),Democratic Candidate (RI-01),Republican Candidate (RI-01),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
RI-02,RI,2,Democratic Incumbent (RI),Democratic Candidate (RI-02),Republican Candidate (RI-02),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
SC-01,SC,1,Republican Incumbent (SC),Democratic Candidate (SC-01),Republican Candidate (SC-01),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
SC-02,SC,2,Republican Incumbent (SC),Democratic Candidate (SC-02),Republican Candidate (SC-02),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
SC-03,SC,3,Republican Incumbent (SC),Democratic Candidate (SC-03),Republican Candidate (SC-03),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
SC-04,SC,4,Democratic Incumbent (SC),Democratic Candidate (SC-04),Republican Candidate (SC-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
SC-05,SC,5,Republican Incumbent (SC),Democratic Candidate (SC-05),Republican Candidate (SC-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
SC-06,SC,6,Republican Incumbent (SC),Democratic Candidate (SC-06),Republican Candidate (SC-06),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
SC-07,SC,7,Republican Incumbent (SC),Democratic Candidate (SC-07),Republican Candidate (SC-07),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
SD-AL,SD,At-Large,Republican Incumbent (SD),Democratic Candidate (SD-AL),Republican Candidate (SD-AL),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TN-01,TN,1,Republican Incumbent (TN),Democratic Candidate (TN-01),Republican Candidate (TN-01),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TN-02,TN,2,Republican Incumbent (TN),Democratic Candidate (TN-02),Republican Candidate (TN-02),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TN-03,TN,3,Republican Incumbent (TN),Democratic Candidate (TN-03),Republican Candidate (TN-03),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TN-04,TN,4,Democratic Incumbent (TN),Democratic Candidate (TN-04),Republican Candidate (TN-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TN-05,TN,5,Republican Incumbent (TN),Democratic Candidate (TN-05),Republican Candidate (TN-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TN-06,TN,6,Republican Incumbent (TN),Democratic Candidate (TN-06),Republican Candidate (TN-06),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TN-07,TN,7,Republican Incumbent (TN),Democratic Candidate (TN-07),Republican Candidate (TN-07),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TN-08,TN,8,Democratic Incumbent (TN),Democratic Candidate (TN-08),Republican Candidate (TN-08),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TN-09,TN,9,Republican Incumbent (TN),Democratic Candidate (TN-09),Republican Candidate (TN-09),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-01,TX,1,Republican Incumbent (TX),Democratic Candidate (TX-01),Republican Candidate (TX-01),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-02,TX,2,Republican Incumbent (TX),Democratic Candidate (TX-02),Republican Candidate (TX-02),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-03,TX,3,Republican Incumbent (TX),Democratic Candidate (TX-03),Republican Candidate (TX-03),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-04,TX,4,Democratic Incumbent (TX),Democratic Candidate (TX-04),Republican Candidate (TX-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TX-05,TX,5,Republican Incumbent (TX),Democratic Candidate (TX-05),Republican Candidate (TX-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-06,TX,6,Republican Incumbent (TX),Democratic Candidate (TX-06),Republican Candidate (TX-06),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-07,TX,7,Republican Incumbent (TX),Democratic Candidate (TX-07),Republican Candidate (TX-07),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-08,TX,8,Democratic Incumbent (TX),Democratic Candidate (TX-08),Republican Candidate (TX-08),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TX-09,TX,9,Republican Incumbent (TX),Democratic Candidate (TX-09),Republican Candidate (TX-09),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-10,TX,10,Republican Incumbent (TX),Democratic Candidate (TX-10),Republican Candidate (TX-10),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-11,TX,11,Republican Incumbent (TX),Democratic Candidate (TX-11),Republican Candidate (TX-11),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-12,TX,12,Democratic Incumbent (TX),Democratic Candidate (TX-12),Republican Candidate (TX-12),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TX-13,TX,13,Republican Incumbent (TX),Democratic Candidate (TX-13),Republican Candidate (TX-13),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-14,TX,14,Republican Incumbent (TX),Democratic Candidate (TX-14),Republican Candidate (TX-14),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-15,TX,15,Monica De La Cruz (R),Michelle Vallejo,Monica De La Cruz,Lean Republican,R +3.0%,Yes,https://ballotpedia.org/United_States_House_of_Representatives_elections,_2026,South Texas Rio Grande Valley.
TX-16,TX,16,Democratic Incumbent (TX),Democratic Candidate (TX-16),Republican Candidate (TX-16),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TX-17,TX,17,Republican Incumbent (TX),Democratic Candidate (TX-17),Republican Candidate (TX-17),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-18,TX,18,Republican Incumbent (TX),Democratic Candidate (TX-18),Republican Candidate (TX-18),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
